SK_ID_CURR,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,REGION_POPULATION_RELATIVE,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_PHONE,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,HOUR_APPR_PROCESS_START,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,YEARS_BEGINEXPLUATATION_AVG,FLAG_DOCUMENT_3,FLAG_DOCUMENT_6,AGE,PHONE_CHANGE_YEARS,YEARS_EMPLOYED,CREDIT_PERCENT_INCOME,ANNUITY_CREDIT_PERCENT_INCOME,CREDIT_REFUND_TIME,DAYS_EMPLOYED_PERCENT,INCOME_PER_PERSON,FLAG_CG_ratio,DAYS_ID_4200,NAME_CONTRACT_TYPE_,NAME_CONTRACT_TYPE_Cash loans,NAME_CONTRACT_TYPE_Revolving loans,NAME_TYPE_SUITE_Children,NAME_TYPE_SUITE_Family,NAME_TYPE_SUITE_Group of people,NAME_TYPE_SUITE_Other_A,NAME_TYPE_SUITE_Other_B,"NAME_TYPE_SUITE_Spouse, partner",NAME_TYPE_SUITE_Unaccompanied,NAME_INCOME_TYPE_Businessman,NAME_INCOME_TYPE_Commercial associate,NAME_INCOME_TYPE_State servant,NAME_INCOME_TYPE_Student,NAME_INCOME_TYPE_Working,NAME_EDUCATION_TYPE_Academic degree,NAME_EDUCATION_TYPE_Higher education,NAME_EDUCATION_TYPE_Incomplete higher,NAME_EDUCATION_TYPE_Lower secondary,NAME_EDUCATION_TYPE_Secondary / secondary special,NAME_FAMILY_STATUS_Civil marriage,NAME_FAMILY_STATUS_Married,NAME_FAMILY_STATUS_Separated,NAME_FAMILY_STATUS_Single / not married,NAME_FAMILY_STATUS_Widow,NAME_HOUSING_TYPE_Co-op apartment,NAME_HOUSING_TYPE_House / apartment,NAME_HOUSING_TYPE_Municipal apartment,NAME_HOUSING_TYPE_Office apartment,NAME_HOUSING_TYPE_Rented apartment,NAME_HOUSING_TYPE_With parents,OCCUPATION_TYPE_Accountants,OCCUPATION_TYPE_Cleaning staff,OCCUPATION_TYPE_Cooking staff,OCCUPATION_TYPE_Core staff,OCCUPATION_TYPE_Drivers,OCCUPATION_TYPE_HR staff,OCCUPATION_TYPE_High skill tech staff,OCCUPATION_TYPE_IT staff,OCCUPATION_TYPE_Laborers,OCCUPATION_TYPE_Low-skill Laborers,OCCUPATION_TYPE_Managers,OCCUPATION_TYPE_Medicine staff,OCCUPATION_TYPE_Private service staff,OCCUPATION_TYPE_Realty agents,OCCUPATION_TYPE_Sales staff,OCCUPATION_TYPE_Secretaries,OCCUPATION_TYPE_Security staff,OCCUPATION_TYPE_Waiters/barmen staff,WEEKDAY_APPR_PROCESS_START_FRIDAY,WEEKDAY_APPR_PROCESS_START_MONDAY,WEEKDAY_APPR_PROCESS_START_SATURDAY,WEEKDAY_APPR_PROCESS_START_SUNDAY,WEEKDAY_APPR_PROCESS_START_THURSDAY,WEEKDAY_APPR_PROCESS_START_TUESDAY,WEEKDAY_APPR_PROCESS_START_WEDNESDAY
100002,0.0,0.0,0.0,0.0,0.0015118699099417,0.0902865168539325,0.0887361816552136,0.0774410774410774,0.2563211387742667,0.8408932309839496,0.7054328192302348,0.0989010989010989,1.0,0.0,1.0,0.5,0.5,0.4347826086956521,0.0,0.0,0.0,0.0736341680242424,0.3075422675356639,0.1554073533990981,0.9722,1.0,0.0,0.1041666666666666,0.25,0.0408163265306122,0.0545984673064229,0.0838902395704061,0.2260474990057728,0.092381961413818,0.0051062111144233,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
100003,1.0,0.0,1.0,0.0,0.002088919493889,0.3117359550561798,0.1316894848767113,0.2716049382716049,0.0450164778863981,0.9482728541521284,0.9595664860358484,0.0989010989010989,1.0,0.0,1.0,0.0,0.0,0.4782608695652174,0.0,0.0,0.0,0.3190823562805134,0.7277730944870286,0.5844431673865969,0.9851,1.0,0.0,0.5208333333333333,0.1666666666666666,0.0612244897959183,0.1304515809085014,0.0909449859897097,0.7566036615401639,0.0972294147868353,0.0033752920925849,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
100004,0.0,1.0,0.0,0.0,0.0003577707420472,0.0224719101123595,0.0186295013972126,0.0235690235690235,0.1348971170622282,0.8142009769713886,0.6483256912602473,0.2857142857142857,1.0,1.0,1.0,0.5,0.5,0.3913043478260869,0.0,0.0,0.0,0.5015169788246147,0.650189791460299,0.8159834316472864,0.9816,0.0,0.0,0.6458333333333333,0.1666666666666666,0.0204081632653061,0.0543834379674832,0.068747224467441,0.3210045024900725,0.0162092726352038,0.0016443730707465,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
100006,1.0,0.0,0.0,0.0,0.0009348203259945,0.0668370786516853,0.1082092831156962,0.0639730639730639,0.1070231798166662,0.571135729239358,0.661386688898152,0.0989010989010989,1.0,0.0,0.0,0.5,0.5,0.7391304347826086,0.0,0.0,0.0,0.5015169788246147,0.7607507890398117,0.5844431673865969,0.9816,1.0,0.0,0.6458333333333333,0.1666666666666666,0.1632653061224489,0.0630012687273812,0.1513601041317975,0.0669774709511319,0.2194055529920371,0.0016443730707465,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
100007,0.0,0.0,0.0,0.0,0.000819410409205,0.1168539325842696,0.0776639308247948,0.1178451178451178,0.3928798914398072,0.8119766224703419,0.519522023065166,0.0989010989010989,1.0,0.0,0.0,0.5,0.5,0.4782608695652174,0.0,1.0,1.0,0.5015169788246147,0.3774717684329141,0.5844431673865969,0.9816,0.0,0.0,0.7083333333333333,0.25,0.1632653061224489,0.1149550827392138,0.1238428928316166,0.4138879436920496,0.2091325726317178,0.0030291082882172,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
100008,0.0,0.0,0.0,0.0,0.0006270605478893,0.1112348314606741,0.0997381324803599,0.1032547699214365,0.4915948932399124,0.7832344731332868,0.9337223843268028,0.0989010989010989,1.0,1.0,1.0,0.5,0.5,0.6956521739130435,0.0,0.0,0.0,0.5015169788246147,0.4142980378102299,0.6947225921815322,0.9816,1.0,0.0,0.5208333333333333,0.5833333333333333,0.0816326530612244,0.1349149539826183,0.1913605476481051,0.2626402353346282,0.1286163689397395,0.0011827946649229,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
100009,1.0,1.0,0.0,0.0526315789473684,0.0012425801040997,0.378458426966292,0.1535703615177771,0.3378226711560044,0.4915948932399124,0.9470952547103976,0.9139919410865638,0.1868131868131868,1.0,0.0,1.0,0.5,0.5,0.6956521739130435,0.0,0.0,0.0,0.8175427517495508,0.8467837680176503,0.5501522006339074,0.9816,0.0,0.0,0.3541666666666666,0.3333333333333333,0.183673469387755,0.2486472230887256,0.1662609567081041,0.7983273513837643,0.3117044095061671,0.0013751190006827,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
100010,0.0,1.0,0.0,0.0,0.002858318939152,0.3707865168539326,0.1565932617444946,0.3714927048260381,0.0392146002381663,0.7995027913468248,0.669445602334306,0.0879120879120879,1.0,1.0,0.0,1.0,1.0,0.6956521739130435,0.0,1.0,1.0,0.5015169788246147,0.8354146803345731,0.604541837814058,0.9816,1.0,0.0,0.6458333333333333,0.25,0.0204081632653061,0.1157122282988604,0.0803743499414695,0.7600798205317613,0.0326828390611097,0.0045292381071438,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
100012,0.0,0.0,0.0,0.0,0.0009348203259945,0.0898876404494382,0.0713545053515879,0.0909090909090909,0.2686172422387756,0.3703332170272155,0.4453244407391968,0.0989010989010989,1.0,0.0,0.0,0.5,0.5,0.3478260869565217,0.0,0.0,0.0,0.5015169788246147,0.8732677314836171,0.5844431673865969,0.9816,0.0,0.0,0.3958333333333332,0.4166666666666666,0.1224489795918367,0.081640678114762,0.1031979666127106,0.3210045024900725,0.1914619999987034,0.0033752920925849,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
100014,1.0,0.0,0.0,0.0526315789473684,0.0007424704646787,0.1516853932584269,0.0749749556231216,0.1526374859708192,0.3116951452546456,0.8069173063503139,0.89745727386411,0.0989010989010989,1.0,0.0,0.0,0.5,0.5,0.6521739130434783,0.0,0.0,0.0,0.3282159234298363,0.7624123606340992,0.4067585848950253,0.9816,1.0,0.0,0.1458333333333332,0.1666666666666666,0.0408163265306122,0.1579609505271425,0.1295458942054128,0.6111089483530043,0.0913654807789887,0.0008750757277072,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
